"","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl"
"PedroPierluisi","I take my responsibility of serving the 3.6 million U.S. citizens of Puerto Rico very seriously and I represent them in Congress with pride.",6946,41707,72,10504,"http://t.co/X9bMXG8KvG","Pedro Pierluisi",1240591410,0,1,"pedropierluisi","Washington D.C. / San Juan","en","34972633",510,0,"http://pbs.twimg.com/profile_images/428581306885087232/VjUt5sG7_normal.jpeg"
"Robert_Aderholt","Proudly serving the 4th Congressional District of Alabama in Congress",1030,8629,39,93,"http://t.co/pt2xdCLfZI","Rep. Robert Aderholt",1253654197,0,1,"Robert_Aderholt","Haleyville, AL","en","76452765",799,0,"http://pbs.twimg.com/profile_images/570322469345431552/muwv_7EV_normal.jpeg"
"RepJoeBarton","I represent the 6th Congressional District of Texas.",1353,14917,7,110,"http://t.co/UcrfIiWGdl","Joe Barton",1233606620,0,1,"RepJoeBarton","Texas and Washington, DC","en","19929362",1183,0,"http://pbs.twimg.com/profile_images/74842115/Barton_Headshot_Small_normal.JPG"
"RepBecerra","Chairman of the @HouseDemocrats. Proudly representing California's 34th Congressional District.",1693,18308,3,1849,"http://t.co/F2aPVwZMX6","Xavier Becerra",1271444653,0,1,"RepBecerra","Los Angeles, CA","en","133832049",1043,0,"http://pbs.twimg.com/profile_images/447001588276555776/I9nQqpC6_normal.jpeg"
"RepRobBishop","",0,1481,0,95,"http://t.co/I1sp1BC4hV","Rob Bishop",1274803346,0,0,"RepRobBishop","Brigham City or D.C.","en","148006729",211,0,"http://pbs.twimg.com/profile_images/3109160630/33a07d93e3a6d94dfed94c4fbd6501eb_normal.jpeg"
"SanfordBishop","Proudly representing Georgia's 2nd Congressional District.
Ranking Member of MilCon/VA Approps Subcommittee 
http://t.co/jORrdOYPnj",1169,7376,30,635,"http://t.co/ozJucyCFUb","Sanford Bishop, Jr.",1297210990,0,1,"SanfordBishop","Georgia 2nd CD & Washington DC","en","249410485",497,0,"http://pbs.twimg.com/profile_images/2429733840/rjl32rw6zxkszb84av5z_normal.jpeg"
"MarshaBlackburn","I am honored to serve the people of Tennessee's 7th District.",3279,17626,31,2380,"http://t.co/uIRgQmKWY5","Marsha Blackburn",1302113133,0,1,"MarshaBlackburn","Brentwood, TN","en","278145569",880,0,"http://pbs.twimg.com/profile_images/1302245568/Twitter_profile_normal.JPG"
"BlumenauerMedia","Rep. Earl Blumenauer (OR-03) congressional account. Tweets are by staff.",355,2756,0,250,"http://t.co/xtsAE5Cp8T","Blumenauer Media",1272404886,0,1,"BlumenauerMedia","","en","137823987",284,0,"http://pbs.twimg.com/profile_images/1769543952/Earl_garden_normal.jpg"
"SpeakerBoehner","Official Twitter account for U.S. House Speaker John Boehner (R-OH)",20418,813793,25,7501,"http://t.co/bdw41jAvA2","Speaker John Boehner",1185374553,0,1,"SpeakerBoehner","Washington, DC","en","7713202",13099,0,"http://pbs.twimg.com/profile_images/552302935313350656/WG9HxxI6_normal.jpeg"
"RepKevinBrady","Dad. Husband. Chairman of House W&M Health Subcommittee and Joint Economic Committee. Deputy Whip. Loves: Baseball and Texas.",7800,13599,420,398,"http://t.co/Lg0O7I6yn9","RepKevinBrady",1233604626,0,1,"RepKevinBrady","The Woodlands, Texas","en","19926675",1057,0,"http://pbs.twimg.com/profile_images/572440364259094528/NN73cSgO_normal.jpeg"
"RepBrady","Proudly representing Pennsylvania's 1st District in House of Representatives.  Born & Raised in Philadelphia.  Fighting for Equality and Democracy.",552,6991,7,685,"http://t.co/UXBZB1hRh5","Bob Brady",1274900032,0,1,"RepBrady","Philly - Delco - DC","en","148453195",592,0,"http://pbs.twimg.com/profile_images/933274859/New_Image_normal.JPG"
"RepCorrineBrown","I have served in the U.S. House of Representatives since 1992. My district includes Jacksonville, Gainesville and Orlando.",1066,7583,78,262,"http://t.co/5S1qvqSpp2","Corrine Brown",1304516936,0,1,"RepCorrineBrown","Jacksonville","en","292935209",564,0,"http://pbs.twimg.com/profile_images/1338701114/CB_Icon_normal.jpg"
"MichaelCBurgess","Congressman for Texas' 26th District, M.D. (Ob/Gyn) in my former life",3728,14541,83,1299,"http://t.co/qj3aLBJUa9","Michael Burgess, MD",1218036319,0,1,"michaelcburgess","Washington, DC/Lake Dallas, TX","en","15751083",1172,0,"http://pbs.twimg.com/profile_images/465221794/100_0726_normal.jpg"
"KenCalvert","Official Twitter Account for U.S. Representative Ken Calvert (CA-42)",2758,5315,9,228,"http://t.co/XcjXyjAwXE","Ken Calvert",1236033020,0,1,"KenCalvert","Corona, CA ","en","22545491",554,0,"http://pbs.twimg.com/profile_images/828781833/KC-STOCK_normal.jpg"
"RepLoisCapps","U.S. Representative from California's 24th Congressional District",2135,7962,52,2060,"http://t.co/eVGEo0vfvh","Lois Capps",1304523571,0,1,"RepLoisCapps","California ","en","292990703",577,0,"http://pbs.twimg.com/profile_images/604321306578788352/sF1VQ607_normal.jpg"
"JudgeCarter","I'm a U.S. Congressman in the 31st District Texas, Chairman of the Homeland Security Appropriations Subcommittee and a former Texas Judge.",4546,10996,33,3021,"http://t.co/ZrV7MhcUeC","JudgeCarter",1228942858,0,1,"JudgeCarter","Washington, DC Round Rock, TX","en","18030431",934,0,"http://pbs.twimg.com/profile_images/378800000021210674/a74f4eaa78e4aa40395b1e2c0088a711_normal.jpeg"
"RepSteveChabot","Proudly Representing the First Congressional District of Ohio @HouseSmallBiz @HouseJudiciary & @HouseForeign",1797,10246,1292,5890,"http://t.co/L25ipICK3e","Steve Chabot",1294930988,0,1,"RepSteveChabot","Cincinnati, Ohio","en","237750442",685,0,"http://pbs.twimg.com/profile_images/431885695020331008/3cuw6gE-_normal.jpeg"
"Clyburn","Rep. Clyburn is the Assistant Democratic Leader, the number three Democrat in the House of Representatives. He represents South Carolina's 6th District.",1232,27620,23,1064,"http://t.co/u4XE7mC7pW","James E. Clyburn",1283885422,0,1,"Clyburn","Washington, DC","en","188019606",1249,0,"http://pbs.twimg.com/profile_images/1120632391/JEC_Photo_-_Twitter_normal.jpg"
"TomColeOK04","Proud to represent the Fourth District of Oklahoma in the U.S. House of Representatives. Staff moderated unless signed by me. -TC",673,7102,73,145,"http://t.co/ePC5ciPbap","Rep. Tom Cole",1236376465,0,1,"TomColeOK04","Oklahoma","en","23124635",532,0,"http://pbs.twimg.com/profile_images/3711483118/53a016e05d00c5a9193d62b73afc8583_normal.jpeg"
"RepJohnConyers","Official Twitter account for John Conyers, Jr., Representing Michigan's 13th Congressional District in the U.S. House of Representatives | RTs ≠ Endorsements",1548,16754,180,712,"http://t.co/oluJP0z1OD","John Conyers",1272638946,0,1,"repjohnconyers","Detroit/Washington D.C. ","en","138770045",895,0,"http://pbs.twimg.com/profile_images/562453745489825792/sqtbTNrY_normal.jpeg"
"RepJimCooper","Official feed of U.S. Rep. Jim Cooper. Blue Dog Democrat representing Nashville area in Congress. Married with 3 great kids. Tweets by Jim & staff.",925,7081,107,377,"http://t.co/oqGeCZBvPf","Jim Cooper",1236003932,0,1,"repjimcooper","Nashville, Tennessee","en","22523087",539,0,"http://pbs.twimg.com/profile_images/344513261568697697/fe64995c16aa9541010ccf8f95a57cb2_normal.jpeg"
"AnderCrenshaw","Member of Congress, FL-04",949,8584,1,221,"http://t.co/UaUgmO40lF","Ander Crenshaw",1233884891,0,1,"AnderCrenshaw","Washington, D.C.","en","20209807",773,0,"http://pbs.twimg.com/profile_images/529438744/twitter_pic_normal.jpg"
"RepJoeCrowley","Proudly representing New York’s 14th Congressional District. Vice Chair of @HouseDemocrats. http://t.co/y9inUi3Oyt",1923,8543,3,563,"http://t.co/rpWa8vRFR7","Rep. Joe Crowley",1265387951,0,1,"repjoecrowley","","en","111635980",582,0,"http://pbs.twimg.com/profile_images/436192336452653056/ba6_J8YT_normal.jpeg"
"CongCulberson","Proud father, happy husband, Jeffersonian Republican. TX Congressman: Let Texans Run Texas.",1259,6818,21,559,"http://t.co/ke4YUChbh2","John Culberson",1236956069,0,1,"CongCulberson","Houston, TX","en","24183358",634,0,"http://pbs.twimg.com/profile_images/959783016/n1751723339_5337_normal.jpg"
"RepCummings","U.S. Representative from Maryland's 7th District, dedicated to serving and empowering the people I’m sworn to represent. RT's and Follows are not endorsements.",2756,12040,39,1461,"http://t.co/mKxxp6s7Jx","Elijah E. Cummings",1346171821,0,1,"RepCummings","Baltimore, MD","en","787373558",602,0,"http://pbs.twimg.com/profile_images/512259394520637440/iqJCC7YI_normal.jpeg"
"RepDannyDavis","US House Representative for Illinois' 7th Congressional District.
Serving on the Committee on Ways and Means.
Following/retweeting does not equal endorsement.",240,1568,4,287,"http://t.co/VbCPNOUYF0","Rep. Danny Davis",1346243469,0,0,"RepDannyDavis","Chicago, IL","en","789244177",131,0,"http://pbs.twimg.com/profile_images/3401719858/fcb6d46529b4a43ccc07c296062ddb19_normal.jpeg"
"RepSusanDavis","Proudly representing the 53rd Congressional District of California. Serves on Armed Services and Ed & Workforce Committees",892,3729,17,76,"http://t.co/ahrDcqdrBd","Rep. Susan Davis",1323458545,0,1,"RepSusanDavis","","en","432771620",309,0,"http://pbs.twimg.com/profile_images/378800000074267933/ffce6d35fd89119ee8ccbf3df56853d7_normal.jpeg"
"RepPeterDeFazio","Representing the 4th Congressional District in Oregon",723,9592,1,747,"http://t.co/QVPjYtiwNC","Rep Peter DeFazio",1297714820,0,1,"RepPeterDeFazio","","en","252249233",630,0,"http://pbs.twimg.com/profile_images/433317647241859072/r361UudO_normal.jpeg"
"RepDianaDeGette","Member of Congress, Colorado's 1st Congressional District. Chief Deputy Whip & member of Energy and Commerce Committee.",1631,14193,28,11406,"http://t.co/ADHTXH6MGD","Rep. Diana DeGette",1238776866,0,1,"RepDianaDeGette","Denver, CO","en","28599820",948,0,"http://pbs.twimg.com/profile_images/461207675305345024/1TC0Se2m_normal.jpeg"
"RosaDeLauro","Proud to represent CT's 3rd CD. Italian-American, New Haven native, fierce advocate for a strong middle class and those in need. Account maintained by staff.",3967,15142,3,2551,"http://t.co/IEn4FrZ95W","Rosa DeLauro",1273083092,0,1,"rosadelauro","New Haven, CT","en","140519774",833,0,"http://pbs.twimg.com/profile_images/580111793030184960/C2pL-4lC_normal.jpg"
"MarioDB","I am proud to represent Florida's 25th Congressional District and serve on @HouseAppropsGOP as Transportation, Housing + Urban Development Subcommittee Chair",2695,18789,1,144,"http://t.co/0otyBlVugZ","Mario Diaz-Balart",1241225568,0,1,"MarioDB","Florida & Washington, DC","en","37094727",673,0,"http://pbs.twimg.com/profile_images/1227496021/MDB_official_photo_normal.JPG"
"RepLloydDoggett","Representing communities from San Antonio to Austin.",1868,10714,0,313,"http://t.co/ukPGmJS3hB","Lloyd Doggett",1276127630,0,1,"RepLloydDoggett","Texas","en","153944899",759,0,"http://pbs.twimg.com/profile_images/2512072298/x393d17j8ghxhd4aieu2_normal.jpeg"
"USRepMikeDoyle","U.S. Member of Congress representing PA's 14th District",511,7337,0,33,"http://t.co/25kSrTWizi","Mike Doyle",1242048128,0,1,"USRepMikeDoyle","Pittsburgh, PA","en","39249305",802,0,"http://pbs.twimg.com/profile_images/211557203/DirectoryPhoto2005reducedandcroppedtighter_normal.jpg"
"RepJohnDuncanJr","Official news and updates from United States Representative John J. Duncan Jr. (R-TN)",318,1551,35,214,"http://t.co/QaMuskB6LC","Rep John Duncan Jr. ",1379602204,0,1,"RepJohnDuncanJr","Washington DC/TN's 2 District","en","1883356866",141,0,"http://pbs.twimg.com/profile_images/378800000478575788/a262d9a88f779d2289433d7965f4cf87_normal.jpeg"
"RepEliotEngel","Congressman representing parts of the Bronx and Westchester Counties in New York #NY16",1175,8260,13,601,"http://t.co/BVwX9Ov3sA","Eliot Engel",1278534857,0,1,"RepEliotEngel","","en","164007407",521,0,"http://pbs.twimg.com/profile_images/523095197983309825/3TdNyI76_normal.jpeg"
"RepAnnaEshoo","Representing California's 18th Congressional District--the heart of Silicon Valley. Ranking Member of the Communications and Technology Subcommittee.",1110,9516,0,727,"http://t.co/kDThNgg9my","Rep. Anna G. Eshoo",1297200963,0,1,"RepAnnaEshoo","Palo Alto, CA","en","249348006",670,0,"http://pbs.twimg.com/profile_images/614440335129776128/os6eOr6m_normal.jpg"
"RepSamFarr","Congressman Sam Farr represents California's Central Coast and is the Ranking Member on the House Agriculture Appropriations Subcommittee.",1852,9237,939,876,"http://t.co/peic5yFHXJ","Congressman Sam Farr",1277220619,0,1,"RepSamFarr","","en","158398519",629,0,"http://pbs.twimg.com/profile_images/593525377135288322/mK7ZzGsx_normal.jpg"
"ChakaFattah","Father. Husband. Eagles! 20+year Congressman. Fighter 4 children, working families, neuroscience – 25M helped to date. Architect of GEARUP, AOTC & CORE Scholars",10870,11102,34,1557,"http://t.co/PNHmkTSkdp","Chaka Fattah",1245267590,0,1,"chakafattah","Philly/LM/D.C.","en","48086014",824,0,"http://pbs.twimg.com/profile_images/558286866839900160/z9aA7vI9_normal.jpeg"
"Randy_Forbes","Representing Virginia's Fourth Congressional District. (Following a group or person does not indicate support or endorsement of their beliefs or opinions.)",3256,14140,2,4935,"http://t.co/Raylm95FGB","Randy Forbes",1213813957,0,1,"Randy_Forbes","Chesapeake, Virginia","en","15160884",1051,0,"http://pbs.twimg.com/profile_images/570972237369339904/Ec9e4bON_normal.jpeg"
"RepTrentFranks","Representing Arizona's Eighth Congressional District.",1510,17077,349,2006,"http://t.co/aGa34u0Mxh","Rep. Trent Franks",1237238869,0,1,"RepTrentFranks","Peoria, AZ","en","24773493",1173,0,"http://pbs.twimg.com/profile_images/578537437942525952/V56CiK3f_normal.jpeg"
"USRepRodney","Proudly serving the 11th Congressional District of New Jersey in the U.S. House of Representatives.",367,1924,0,102,"http://t.co/p1LPKyK90o","Rodney Frelinghuysen",1366985113,0,1,"USRepRodney","","en","1382011333",183,0,"http://pbs.twimg.com/profile_images/3577127455/eeee361f01100fba1d1a7060dd28deec_normal.jpeg"
"RepGarrett","Representing #NJ05.  Fighting for the Constitution, to control spending, and expand liberty and opportunity.",550,4116,0,193,"http://t.co/y7Az2e8y","Scott Garrett",1353426298,0,1,"RepGarrett","","en","960696949",326,0,"http://pbs.twimg.com/profile_images/2898535197/887ee0eaf1adcf77b8aa72ab928d8f5f_normal.jpeg"
"RepGoodlatte","Proudly representing the Sixth Congressional District of Virginia in the U.S. House of Representatives. Chair of @HouseJudiciary. #VA06 #HJC114",3467,14633,263,350,"http://t.co/tkJraDt3qU","Bob Goodlatte",1241529535,0,1,"RepGoodlatte","Roanoke, VA","en","37920978",1004,0,"http://pbs.twimg.com/profile_images/425647736445079552/aBbh7qXA_normal.jpeg"
"RepKayGranger","Congresswoman Kay Granger represents the 12th District of Texas. She is the Chairwoman of the Appropriations subcommittee on State-Foreign Operations.",1239,8656,17,1130,"http://t.co/oe3M6Ag5hD","OfficeofKayGranger",1278004491,0,1,"RepKayGranger","Texas and Washington","en","161743731",685,0,"http://pbs.twimg.com/profile_images/3640863486/2b8a9b3a4c70a9e4012fde172bc2ee42_normal.jpeg"
"RepGeneGreen","Proudly serving the 29th Congressional District of Texas in Houston & East Harris County since 1993; Proud father of 2 & grandfather of 4; Texans & Astros fan",504,6916,48,259,"http://t.co/qUhjRXrVF9","Rep. Gene Green",1265387833,0,1,"RepGeneGreen","Houston, TX","en","111635527",581,0,"http://pbs.twimg.com/profile_images/2751098783/1d49724cb36f59251adb5db6b44407a2_normal.jpeg"
"RepraulGrijalva","",2039,14051,17,273,"http://t.co/IcLwlG7hqR","Raul M. Grijalva",1238777732,0,1,"RepRaulGrijalva","Washington, D.C.","en","28602948",1132,0,"http://pbs.twimg.com/profile_images/566304491918462976/muz5J8tZ_normal.jpeg"
"LuisGutierrez","Political account of Luis V. Gutierrez, Member of Congress from Illinois, immigration reform leader in the House, and author of Still Dreaming.",19,493,0,23,"http://t.co/n6DPK5Wcqk","Luis V. Gutierrez",1308751883,0,0,"LuisGutierrez","","en","322013313",50,0,"http://pbs.twimg.com/profile_images/378800000826815220/ad493a8f9f461fd69927ecde3e6954a0_normal.jpeg"
"RepHastingsFL","Congressman Alcee L. Hastings represents Broward, Palm Beach, and Hendry counties in the U.S. House of Representatives.",243,1852,2,31,"http://t.co/g0E2ojpNr4","Alcee L. Hastings",1396968801,0,1,"RepHastingsFL","Florida 20th","en","2433737761",147,0,"http://pbs.twimg.com/profile_images/453552802426400768/hCjUwfMs_normal.jpeg"
"RepHensarling","Fighting to control spending & tax increases while advancing the principles of family, free enterprise, and freedom.",626,12576,19,767,"http://t.co/N8cPbQA9ZA","Jeb Hensarling",1230937737,0,1,"RepHensarling","Washington, D.C.","en","18566912",804,0,"http://pbs.twimg.com/profile_images/563370002922098688/cIOuMZIT_normal.jpeg"
"USRepRHinojosa","Proudly representing the 15th Congressional District of Texas",1526,7224,42,509,"http://t.co/QiAaQKIN34","Rep. Rubén Hinojosa",1295374386,0,1,"USRepRHinojosa","","en","239905257",485,0,"http://pbs.twimg.com/profile_images/3193379421/57fb3a4c865d26573f54517ab2ec0a95_normal.jpeg"
"RepMikeHonda","Congressman Mike Honda for CA17-Silicon Valley. Lover of languages and cultures. Native Californian. South Bay is home. #ProudJichan",1766,18241,592,875,"http://t.co/YR4AVQxZ9J","Rep. Mike Honda",1223065111,0,1,"RepMikeHonda","Santa Clara, CA","en","16583468",1275,0,"http://pbs.twimg.com/profile_images/614821550160785408/_u79U7y3_normal.jpg"
"WhipHoyer","The Democratic Whip of the U.S. House of Representatives, representing Maryland's 5th Congressional District.",8003,50988,22,3947,"http://t.co/1jL267BoNe","Steny Hoyer",1235657581,0,1,"WhipHoyer","Washington, DC","en","22012091",2163,0,"http://pbs.twimg.com/profile_images/593455580276256771/vqa-GCVu_normal.jpg"
"RepSteveIsrael","Representing New York's 3rd Congressional District in the House of Representatives.",2975,15815,16,677,"http://t.co/c4JneaBU60","Steve Israel",1233693930,0,1,"RepSteveIsrael","Huntington, NY","en","20002401",1044,0,"http://pbs.twimg.com/profile_images/2858341525/a4caea3e821a7624bd4a5a049a21c647_normal.jpeg"
"DarrellIssa","I work for CA-49 and I Chair the Subcommittee on Courts, Intellectual Property, and the Internet.  I greatly enjoy an #OPEN, accessible, & uncensored internet.",19516,192629,891,35547,"http://t.co/L3qF1BVDjB","Darrell Issa",1236015540,0,1,"DarrellIssa","Vista, CA & Washington, DC","en","22509548",4837,0,"http://pbs.twimg.com/profile_images/454338555456663552/phM7MZu5_normal.jpeg"
"JacksonLeeTX18","Official Twitter account for Congresswoman Sheila Jackson Lee, Representing Texas' 18th Congressional District in the U.S. House of Representatives",2614,15583,57,1286,"http://t.co/2PoJmDyYh0","Sheila Jackson Lee",1254931993,0,1,"JacksonLeeTX18","Houston, TX","en","80612021",871,0,"http://pbs.twimg.com/profile_images/610488975061590016/E5Si4P-N_normal.jpg"
"RepEBJ","Representing TX 30th Congressional District; Ranking Member of the House Committee on Science, Space and Technology; 1st Registered Nurse in Congress",5808,11498,999,2022,"http://t.co/bIJXUYo21y","US Rep E.B.Johnson",1279549548,0,1,"RepEBJ","Dallas, Texas","en","168502762",695,0,"http://pbs.twimg.com/profile_images/378800000604954433/1b5698e904aadd41537b91101dd439b9_normal.jpeg"
"SamsPressShop","Faithfully serving the Third Congressional District of Texas.",624,3731,9,432,"http://t.co/16udr7zv3r","Sam Johnson",1297191678,0,1,"SamsPressShop","Third District of Texas","en","249288197",420,0,"http://pbs.twimg.com/profile_images/1238704702/CSJ41303WylieRallyCsjCloser_normal.jpg"
"RepWalterJones","Congressman Walter B. Jones represents the Third Congressional District of North Carolina #NC03",1397,12461,30,156,"http://t.co/G0tNMT3Ges","Rep. Walter Jones",1238082658,0,1,"RepWalterJones","Eastern North Carolina","en","26778110",936,0,"http://pbs.twimg.com/profile_images/110804051/WBJ_official_photo_normal.jpg"
"RepMarcyKaptur","Office of Congresswoman Marcy Kaptur - - Serving Ohio's 9th District in the United States Congress",1005,5019,245,281,"http://t.co/aHDl5vMQ69","Marcy Kaptur",1337101071,0,1,"RepMarcyKaptur","","en","581141508",335,0,"http://pbs.twimg.com/profile_images/2221111962/Marcy_Headshot_Twitter_normal.jpg"
"RepRonKind","Member of the U.S. House of Representatives from Wisconsin's Third Congressional District.",847,7000,2,557,"http://t.co/SLDLcEvDEk","Rep. Ron Kind",1265728442,0,1,"RepRonKind","Washington, DC","en","112740986",598,0,"http://pbs.twimg.com/profile_images/1347275814/2010-04-23_normal.jpg"
"RepPeteKing","Representing New York's 2nd Congressional District",2052,19935,48,98,"http://t.co/KPR17HxYvl","Rep. Pete King",1229827772,0,1,"RepPeteKing","Seaford, New York","en","18277655",1332,0,"http://pbs.twimg.com/profile_images/1302288285/newptkheadshot_normal.jpg"
"SteveKingIA","Representing the 4th District of Iowa #IA04",1110,24493,14,84,"http://t.co/3xUFJcyWQ4","Steve King",1245272981,0,1,"SteveKingIA","Washington, DC","en","48117116",1382,0,"http://pbs.twimg.com/profile_images/562285752105443328/YNSd5Sq5_normal.jpeg"
"RepJohnKline","Serving my seventh term in Congress, I am married to wife, Vicky. I served 25 years in the Marine Corps, retiring at the rank of Colonel.",2696,7661,0,187,"http://t.co/IXDFbn6hiK","John Kline",1253630625,0,1,"repjohnkline","Burnsville, MN","en","76350004",619,0,"http://pbs.twimg.com/profile_images/378800000105519822/b29c5d24505b4a0b8ae921d50cd0204b_normal.png"
"JimLangevin","Congressman for Rhode Island's   Second District",4425,10420,969,3256,"http://t.co/b5flQt30hG","Jim Langevin",1231785418,0,1,"jimlangevin","Warwick, RI and Washington, DC","en","18909919",645,0,"http://pbs.twimg.com/profile_images/601406584728748033/7161SuAe_normal.jpg"
"RepRickLarsen","Born and raised in Arlington, Wash.
Ranking Member, Aviation Subcommittee",3222,4894,25,1303,"http://t.co/2eHh43tMLB","Rep. Rick Larsen",1320328782,0,1,"RepRickLarsen","Washington's 2nd District","en","404132211",376,0,"http://pbs.twimg.com/profile_images/378800000053920474/f062c789d4bb0d812a48107cce97c6d5_normal.jpeg"
"RepJohnLarson","Member of Congress representing the first congressional district of Connecticut.",1361,9993,6,338,"http://t.co/eaLsNmvun7","Rep. John Larson",1245880051,0,1,"RepJohnLarson","Hartford, CT","en","50452197",683,0,"http://pbs.twimg.com/profile_images/1164210782/Twitter_profile_pic_normal.jpg"
"RepBarbaraLee","Hi! I'm Congresswoman Barbara Lee, and I proudly represent California's 13th Congressional District in the US House of Representatives.",3191,22958,519,911,"http://t.co/3zHy7BuRyf","Rep. Barbara Lee",1297096108,0,1,"RepBarbaraLee","Washington, DC and Oakland, CA","en","248735463",1101,0,"http://pbs.twimg.com/profile_images/430378206353317888/3QKYak-Z_normal.jpeg"
"RepSandyLevin","Congressman Sandy Levin representing Michigan’s 9th Congressional District. Ranking Member of the House Ways and Means Committee.",1567,17579,418,14517,"http://t.co/37D2qhVvNn","Sandy Levin",1237696376,0,1,"repsandylevin","","en","25781141",972,0,"http://pbs.twimg.com/profile_images/459045542182408192/SnzWxNAu_normal.png"
"RepJohnLewis","Congressman, Georgia's Fifth Congressional District",1267,83016,536,155,"http://t.co/jkhd3kZYNd","John Lewis",1239112192,0,1,"repjohnlewis","Atlanta, GA","en","29450962",1830,0,"http://pbs.twimg.com/profile_images/2676793451/16ce871e098e5d93358b93b5d416226d_normal.png"
"RepLoBiondo","Congressman proudly representing New Jersey's 2nd District. Chairman of House Aviation Subcommittee.",2353,6507,5,211,"http://t.co/eXru2lZUQH","Frank LoBiondo",1295634527,0,1,"RepLoBiondo","#SouthJersey","en","241207373",491,0,"http://pbs.twimg.com/profile_images/423483413945778176/W_md9SFz_normal.jpeg"
"RepZoeLofgren","Member of Congress Proudly Representing CA's 19th Congressional District in Silicon Valley's cities of San Jose, Morgan Hill & Gilroy",1191,6537,0,67,"http://t.co/gxyqi3ANcp","Rep. Zoe Lofgren",1300395981,0,1,"RepZoeLofgren","","en","267938462",552,0,"http://pbs.twimg.com/profile_images/510125443094024192/eVbv3QDN_normal.jpeg"
"NitaLowey","Official account of Congresswoman Nita Lowey, proudly representing NY's 17th District. RM on House Approps Committee (@AppropsDems). RTs/follows ≠ endorsements.",1404,9941,1,839,"http://t.co/XtYmMrkgPh","Nita Lowey",1291221395,0,1,"NitaLowey","New York and Washington, D.C.","en","221792092",591,0,"http://pbs.twimg.com/profile_images/418870171315339265/l2YZIdOP_normal.jpeg"
"RepFrankLucas","Fifth generation Oklahoman proudly representing the Third Congressional District of Oklahoma.",472,3117,4,236,"http://t.co/skfi9SUpUi","Frank Lucas",1295969047,0,1,"RepFrankLucas","","en","242772524",207,0,"http://pbs.twimg.com/profile_images/553328400706727938/_d50zC4b_normal.png"
"RepStephenLynch","The official Twitter account of Congressman Stephen F. Lynch. Proudly serving the 8th Congressional District of Massachusetts.",1083,5591,10,220,"http://t.co/EeBu3zBUBI","Rep. Stephen Lynch",1307112516,0,1,"RepStephenLynch","Washington, D.C. / Boston, MA","en","310310133",351,0,"http://pbs.twimg.com/profile_images/523121530155175937/H7aakruP_normal.jpeg"
"RepMaloney","New York's 12th Congressional District - Manhattan, Brooklyn & Queens",1728,9722,53,3297,"http://t.co/G6SgsJbYJB","Carolyn  B. Maloney",1298920010,0,1,"RepMaloney","New York City","en","258900199",653,0,"http://pbs.twimg.com/profile_images/423182701760225280/dBnKvCCk_normal.jpeg"
"BettyMcCollum04","I am currently serving my seventh term in the United States Congress, representing the residents of Minnesota’s Fourth Congressional District.",2605,6488,46,792,"http://t.co/uAK8PlcNYj","Betty McCollum",1331067131,0,1,"BettyMcCollum04","St. Paul, MN","en","516880804",390,0,"http://pbs.twimg.com/profile_images/1877698367/Twitter_Headshot_0129_normal.jpg"
"RepJimMcDermott","Proudly serving Washington State's 7th Congressional District",1836,11944,23,1300,"http://t.co/koCY9ld8kF","Jim McDermott",1271086036,0,1,"RepJimMcDermott","","en","132201224",897,0,"http://pbs.twimg.com/profile_images/610795762751008768/QHaA0wur_normal.jpg"
"RepMcGovern","Official Twitter account for Congressman Jim McGovern, of Massachusetts' 2nd Congressional District.",2494,13226,7,504,"http://t.co/Xu0podl99A","Rep. Jim McGovern",1295896716,0,1,"RepMcGovern","Massachusetts","en","242426145",749,0,"http://pbs.twimg.com/profile_images/590889978017615872/2gfTNAur_normal.jpg"
"GregoryMeeks","Proudly serving the 5th Congressional District of New York.",1679,10514,6,549,"http://t.co/k57Evp0k42"," Gregory Meeks",1236191787,0,1,"GregoryMeeks","Queens, New York","en","22812754",792,0,"http://pbs.twimg.com/profile_images/487647096544055296/jhLh0UxZ_normal.png"
"CandiceMiller","Proudly serving Michigan's 10th Congressional District",630,9358,2,401,"http://t.co/esuuzCFSKM","Candice Miller",1214854877,0,1,"CandiceMiller","Shelby Township, Michigan","en","15281676",786,0,"http://pbs.twimg.com/profile_images/555457855927500801/4B_45gkr_normal.jpeg"
"RepTimMurphy","U.S. Congressman representing Pennsylvania's 18th District, encompassing the South Hills and portions of Greene, Washington & Westmoreland Counties.",2037,8363,12,548,"http://t.co/8IjftvA9zW","Rep. Tim Murphy",1267199158,0,1,"RepTimMurphy","Southwestern Pennsylvania","en","117777832",624,0,"http://pbs.twimg.com/profile_images/378800000252739465/67e48a9fc07ce37c132d93cc9e4c6874_normal.jpeg"
"RepJerryNadler","Representing parts of Manhattan and Brooklyn. I serve on the House Judiciary + Transportation & Infrastructure committees. Follow me at http://t.co/eAS0pRYbYu",1242,8161,9,1076,"http://t.co/bZgLYCXMkK","Congressman Nadler",1242412659,0,1,"RepJerryNadler","New York, NY","en","40302336",552,0,"http://pbs.twimg.com/profile_images/378800000675065729/bbd633a57e8333412d6147bbc077427d_normal.jpeg"
